source,id,confidence,n_load_bearing_walls,n_annotated_columns,n_derived_columns,n_columns,n_lines_x,n_lines_y,footprint_x,footprint_y,area,span_x_mean,span_x_min,span_x_max,span_x_std,span_y_mean,span_y_min,span_y_max,span_y_std,cols_per_karea,aspect_ratio,cov_x,cov_y,regularity,perimeter_cols,interior_cols,interior_ratio,span_ratio_xy
CubiCasa,1582,relative-scale,22,0,11,11,4,3,585.39,811.67,475143.501,195.13,12.66,414.34,166.03,405.835,261.13,550.54,144.705,0.023,0.721,0.851,0.357,0.453,10,1,0.091,0.481
CubiCasa,6638,relative-scale,26,0,5,5,2,3,688.31,1739.9,1197590.569,688.31,688.31,688.31,0.0,869.95,416.15,1323.75,453.8,0.004,0.396,0.0,0.522,0.657,5,0,0.0,0.791
CubiCasa,10321,relative-scale,106,17,23,39,21,21,2042.84,2897.75,5919639.61,102.142,0.28,761.27,164.582,144.888,0.02,1013.25,230.673,0.007,0.705,1.611,1.592,0.238,12,27,0.692,0.705
CubiCasa,10304,relative-scale,28,0,9,9,4,3,1146.1,541.62,620750.682,382.033,131.12,608.51,195.658,270.81,40.44,501.18,230.37,0.014,2.116,0.512,0.851,0.423,8,1,0.111,1.411
CubiCasa,10290,relative-scale,55,1,33,34,7,7,1076.29,1553.92,1672468.557,179.382,42.32,290.35,81.211,258.987,38.72,595.16,183.657,0.02,0.693,0.453,0.709,0.463,18,16,0.471,0.693
CubiCasa,10283,relative-scale,35,0,10,10,5,2,1346.07,874.79,1177528.575,336.518,119.87,611.34,193.007,874.79,874.79,874.79,0.0,0.008,1.539,0.574,0.0,0.636,10,0,0.0,0.385
CubiCasa,10274,relative-scale,31,0,9,9,6,3,656.95,579.35,380603.983,131.39,66.76,261.62,72.908,289.675,92.94,486.41,196.735,0.024,1.134,0.555,0.679,0.448,6,3,0.333,0.454
CubiCasa,10267,relative-scale,56,0,20,20,6,5,1377.7,2196.61,3026269.597,275.54,139.43,552.21,150.342,549.152,223.05,926.57,275.584,0.007,0.627,0.546,0.502,0.488,12,8,0.4,0.502
CubiCasa,10242,relative-scale,21,0,5,5,2,3,755.67,1475.85,1115255.57,755.67,755.67,755.67,0.0,737.925,355.79,1120.06,382.135,0.004,0.512,0.0,0.518,0.659,5,0,0.0,1.024
CubiCasa,10240,relative-scale,29,3,20,23,8,6,1493.16,955.51,1426729.312,213.309,0.12,390.78,128.642,191.102,0.5,350.71,119.106,0.016,1.563,0.603,0.623,0.449,10,13,0.565,1.116
CubiCasa,10230,relative-scale,26,4,6,10,6,7,766.09,1182.11,905602.65,153.218,5.21,376.6,158.91,197.018,1.0,408.34,164.189,0.011,0.648,1.037,0.833,0.348,8,2,0.2,0.778
CubiCasa,10218,relative-scale,30,0,7,7,3,4,650.78,1060.15,689924.417,325.39,126.16,524.62,199.23,353.383,294.2,399.64,44.005,0.01,0.614,0.612,0.125,0.576,6,1,0.143,0.921
CubiCasa,10216,relative-scale,27,0,8,8,3,3,1215.09,721.72,876954.755,607.545,285.74,929.35,321.805,360.86,315.1,406.62,45.76,0.009,1.684,0.53,0.127,0.604,8,0,0.0,1.684
CubiCasa,10209,relative-scale,47,5,10,14,8,7,1266.82,721.24,913681.257,180.974,18.31,621.48,221.274,120.207,13.76,354.25,118.381,0.015,1.756,1.223,0.985,0.312,8,6,0.429,1.506
CubiCasa,10203,relative-scale,23,0,5,5,2,3,181.85,986.16,179333.196,181.85,181.85,181.85,0.0,493.08,143.53,842.63,349.55,0.028,0.184,0.0,0.709,0.585,5,0,0.0,0.369
CubiCasa,10196,relative-scale,16,0,14,14,5,3,701.44,719.28,504531.763,175.36,14.53,446.34,176.192,359.64,213.54,505.74,146.1,0.028,0.975,1.005,0.406,0.415,11,3,0.214,0.488
CubiCasa,10195,relative-scale,65,3,19,22,7,9,1378.51,1948.67,2686261.082,229.752,8.57,380.78,157.167,243.584,1.04,824.59,284.217,0.008,0.707,0.684,1.167,0.351,11,11,0.5,0.943
CubiCasa,10186,relative-scale,18,0,10,10,3,4,718.65,663.77,477018.31,359.325,176.89,541.76,182.435,221.257,19.31,586.14,258.503,0.021,1.083,0.508,1.168,0.374,8,2,0.2,1.624
CubiCasa,10180,relative-scale,66,2,16,18,10,6,2625.18,1094.58,2873469.524,291.687,15.8,1047.92,296.185,218.916,1.08,507.96,194.114,0.006,2.398,1.015,0.887,0.345,9,9,0.5,1.332
CubiCasa,10167,relative-scale,26,1,4,5,3,4,828.59,1189.01,985201.796,414.295,383.56,445.03,30.735,396.337,228.36,701.85,216.388,0.005,0.697,0.074,0.546,0.617,4,1,0.2,1.045
CubiCasa,10142,relative-scale,22,0,14,14,5,3,1109.92,610.93,678083.426,277.48,138.85,426.88,115.81,305.465,239.35,371.58,66.115,0.021,1.817,0.417,0.216,0.612,11,3,0.214,0.908
CubiCasa,10141,relative-scale,31,4,14,18,8,8,1014.8,1737.93,1763651.364,144.971,2.75,280.02,74.266,248.276,0.18,857.15,326.877,0.01,0.584,0.512,1.317,0.353,9,9,0.5,0.584
CubiCasa,10136,relative-scale,44,0,16,16,6,3,1644.39,830.57,1365781.002,328.878,130.17,445.45,115.051,415.285,276.58,553.99,138.705,0.012,1.98,0.35,0.334,0.594,14,2,0.125,0.792
CubiCasa,10131,relative-scale,20,0,10,10,3,4,1129.97,522.98,590951.711,564.985,491.98,637.99,73.005,174.327,60.23,340.31,120.084,0.017,2.161,0.129,0.689,0.55,9,1,0.1,3.241
CubiCasa,10125,relative-scale,71,8,14,22,10,9,2561.22,1355.62,3472041.056,284.58,29.6,995.24,272.35,169.452,0.01,367.33,115.889,0.006,1.889,0.957,0.684,0.379,9,13,0.591,1.679
CubiCasa,10118,relative-scale,35,0,13,13,3,6,1158.23,979.56,1134555.779,579.115,416.11,742.12,163.005,195.912,53.0,359.49,111.613,0.011,1.182,0.281,0.57,0.54,11,2,0.154,2.956
CubiCasa,10108,relative-scale,64,21,9,28,21,21,1866.68,2069.99,3864008.933,93.334,0.01,413.75,133.803,103.5,0.01,422.76,120.793,0.007,0.902,1.434,1.167,0.278,7,21,0.75,0.902
CubiCasa,10105,relative-scale,31,0,4,4,2,2,807.45,1026.98,829235.001,807.45,807.45,807.45,0.0,1026.98,1026.98,1026.98,0.0,0.005,0.786,0.0,0.0,1.0,4,0,0.0,0.786
CubiCasa,10093,relative-scale,54,6,11,17,10,8,2890.18,980.37,2833445.767,321.131,0.06,1062.48,346.23,140.053,8.61,330.09,140.742,0.006,2.948,1.078,1.005,0.324,6,11,0.647,2.293
CubiCasa,10074,relative-scale,48,6,15,21,10,10,3280.94,1273.1,4176964.714,364.549,0.5,1382.29,391.88,141.456,0.04,306.66,123.645,0.005,2.577,1.075,0.874,0.339,9,12,0.571,2.577
CubiCasa,10069,relative-scale,66,5,12,16,8,8,1899.68,1088.18,2067193.782,271.383,1.09,752.74,234.552,155.454,0.72,763.28,256.193,0.008,1.746,0.864,1.648,0.285,9,7,0.438,1.746
CubiCasa,10047,relative-scale,43,20,4,13,11,11,1024.55,1792.42,1836423.911,102.455,5.06,192.2,67.942,179.242,0.01,645.2,228.388,0.007,0.572,0.663,1.274,0.34,5,8,0.615,0.572
CubiCasa,10028,relative-scale,12,0,4,4,2,2,571.11,252.25,144062.498,571.11,571.11,571.11,0.0,252.25,252.25,252.25,0.0,0.028,2.264,0.0,0.0,1.0,4,0,0.0,2.264
CubiCasa,10020,relative-scale,17,0,8,8,3,3,623.74,797.57,497476.312,311.87,192.44,431.3,119.43,398.785,239.08,558.49,159.705,0.016,0.782,0.383,0.4,0.561,7,1,0.125,0.782
CubiCasa,10007,relative-scale,28,11,5,16,12,14,907.7,2310.06,2096841.462,82.518,0.01,297.39,112.983,177.697,0.04,1059.4,276.819,0.008,0.393,1.369,1.558,0.255,4,12,0.75,0.464
CubiCasa,10000,relative-scale,24,0,18,18,4,6,942.94,591.3,557560.422,314.313,34.84,569.33,218.889,118.26,17.24,305.64,101.668,0.032,1.595,0.696,0.86,0.391,13,5,0.278,2.658
CubiCasa,7955,relative-scale,23,2,7,9,5,5,1038.54,774.65,804505.011,259.635,0.51,688.34,283.364,193.662,139.89,249.27,38.71,0.011,1.341,1.091,0.2,0.436,6,3,0.333,1.341
CubiCasa,3913,relative-scale,40,3,10,13,7,7,2068.25,940.71,1945623.458,344.708,0.15,968.29,328.634,156.785,2.36,308.07,97.511,0.007,2.199,0.953,0.622,0.388,8,5,0.385,2.199
CubiCasa,4786,relative-scale,13,0,4,4,2,2,417.0,683.68,285094.56,417.0,417.0,417.0,0.0,683.68,683.68,683.68,0.0,0.014,0.61,0.0,0.0,1.0,4,0,0.0,0.61
CubiCasa,3960,relative-scale,51,4,23,27,10,8,1260.76,856.43,1079752.687,140.084,0.05,336.73,118.675,122.347,0.3,276.26,111.381,0.025,1.472,0.847,0.91,0.363,13,14,0.519,1.145
CubiCasa,811,relative-scale,18,0,6,6,3,2,1288.38,463.89,597666.598,644.19,588.46,699.92,55.73,463.89,463.89,463.89,0.0,0.01,2.777,0.087,0.0,0.92,6,0,0.0,1.389
CubiCasa,4727,relative-scale,28,3,6,9,5,6,979.98,1003.48,983390.33,244.995,11.42,337.46,135.366,200.696,0.02,809.88,307.75,0.009,0.977,0.553,1.533,0.324,5,4,0.444,1.221
CubiCasa,8713,relative-scale,27,1,7,8,4,4,1122.4,1096.41,1230610.584,374.133,173.28,486.3,142.348,365.47,8.24,778.83,317.086,0.007,1.024,0.38,0.868,0.445,7,1,0.125,1.024
CubiCasa,13450,relative-scale,39,0,4,4,2,2,1001.24,585.72,586446.293,1001.24,1001.24,1001.24,0.0,585.72,585.72,585.72,0.0,0.007,1.709,0.0,0.0,1.0,4,0,0.0,1.709
CubiCasa,7557,relative-scale,22,2,9,10,3,6,724.73,1204.45,872901.048,362.365,32.99,691.74,329.375,240.89,136.99,367.96,75.73,0.011,0.602,0.909,0.314,0.45,9,1,0.1,1.504
CubiCasa,6580,relative-scale,50,10,19,28,14,13,1380.81,1261.2,1741477.572,106.216,0.47,270.31,85.573,105.1,0.04,345.06,116.617,0.016,1.095,0.806,1.11,0.343,10,18,0.643,1.011
CubiCasa,81,relative-scale,21,0,9,9,5,2,1138.98,232.69,265029.256,284.745,175.73,550.68,155.024,232.69,232.69,232.69,0.0,0.034,4.895,0.544,0.0,0.647,9,0,0.0,1.224
CubiCasa,9606,relative-scale,35,1,10,11,5,4,1002.15,1701.11,1704767.386,250.538,117.27,568.97,185.355,567.037,225.31,1127.96,399.775,0.006,0.589,0.74,0.705,0.409,7,4,0.364,0.442
CubiCasa,5661,relative-scale,26,0,12,12,4,3,1135.59,638.24,724778.962,378.53,287.72,482.48,80.051,319.12,43.93,594.31,275.19,0.017,1.779,0.211,0.862,0.482,10,2,0.167,1.186
CubiCasa,7607,relative-scale,26,0,12,12,3,5,1034.3,694.79,718621.297,517.15,195.87,838.43,321.28,173.698,22.79,478.25,178.65,0.017,1.489,0.621,1.029,0.377,9,3,0.25,2.977
CubiCasa,59,relative-scale,81,5,27,29,9,7,1385.53,1651.47,2288161.229,173.191,44.87,409.37,120.048,275.245,3.77,621.48,200.863,0.013,0.839,0.693,0.73,0.413,13,16,0.552,0.629
CubiCasa,7714,relative-scale,25,0,10,10,5,2,661.59,443.09,293143.913,165.397,17.13,385.36,153.639,443.09,443.09,443.09,0.0,0.034,1.493,0.929,0.0,0.518,10,0,0.0,0.373
CubiCasa,9825,relative-scale,59,4,13,15,7,5,1959.79,1529.33,2997165.641,326.632,3.5,733.82,302.992,382.332,1.83,1159.7,455.221,0.005,1.281,0.928,1.191,0.321,5,10,0.667,0.854
CubiCasa,1109,relative-scale,26,0,4,4,2,2,670.4,1038.13,695962.352,670.4,670.4,670.4,0.0,1038.13,1038.13,1038.13,0.0,0.006,0.646,0.0,0.0,1.0,4,0,0.0,0.646
CubiCasa,5965,relative-scale,66,4,23,25,9,6,3690.41,869.71,3209586.481,461.301,56.3,862.48,246.831,173.942,0.91,436.4,165.899,0.008,4.243,0.535,0.954,0.402,14,11,0.44,2.652
CubiCasa,7556,relative-scale,23,3,6,9,7,5,907.95,1212.17,1100589.752,151.325,8.09,453.71,152.506,303.042,0.79,966.01,394.944,0.008,0.749,1.008,1.303,0.302,7,2,0.222,0.499
CubiCasa,7756,relative-scale,43,1,8,9,4,4,1032.55,1292.44,1334508.922,344.183,36.45,657.34,253.506,430.813,241.94,719.89,207.589,0.007,0.799,0.737,0.482,0.451,7,2,0.222,0.799
CubiCasa,1745,relative-scale,24,1,4,5,3,3,1086.57,1232.54,1339240.988,543.285,527.66,558.91,15.625,616.27,291.68,940.86,324.59,0.004,0.882,0.029,0.527,0.643,5,0,0.0,0.882
CubiCasa,7036,relative-scale,70,6,18,23,11,8,2391.81,1010.1,2415967.281,239.181,8.98,524.09,168.035,144.3,1.09,333.89,110.323,0.01,2.368,0.703,0.765,0.405,8,15,0.652,1.658
CubiCasa,13836,relative-scale,31,0,11,11,3,5,956.93,820.93,785572.545,478.465,425.95,530.98,52.515,205.233,24.32,398.44,133.965,0.014,1.166,0.11,0.653,0.567,8,3,0.273,2.331
CubiCasa,5940,relative-scale,32,1,8,9,3,5,906.81,1039.4,942538.314,453.405,368.79,538.02,84.615,259.85,38.8,459.38,154.477,0.01,0.872,0.187,0.594,0.561,9,0,0.0,1.745
CubiCasa,8400,relative-scale,50,0,7,7,3,3,1165.58,811.25,945576.775,582.79,199.74,965.84,383.05,405.625,241.69,569.56,163.935,0.007,1.437,0.657,0.404,0.485,7,0,0.0,1.437
CubiCasa,7051,relative-scale,64,0,4,4,2,2,1479.8,764.02,1130596.796,1479.8,1479.8,1479.8,0.0,764.02,764.02,764.02,0.0,0.004,1.937,0.0,0.0,1.0,4,0,0.0,1.937
CubiCasa,7048,relative-scale,41,2,18,20,8,5,614.1,899.89,552622.449,87.729,6.55,187.9,69.52,224.973,0.01,485.14,172.914,0.036,0.682,0.792,0.769,0.39,11,9,0.45,0.39
CubiCasa,9833,relative-scale,61,4,21,24,8,8,1693.1,1688.03,2858003.593,241.871,5.1,692.11,236.277,241.147,33.51,932.61,302.791,0.008,1.003,0.977,1.256,0.309,12,12,0.5,1.003
CubiCasa,9004,relative-scale,33,0,7,7,4,2,1108.33,1031.77,1143541.644,369.443,135.84,748.36,270.348,1031.77,1031.77,1031.77,0.0,0.006,1.074,0.732,0.0,0.577,7,0,0.0,0.358
CubiCasa,9984,relative-scale,42,8,4,11,9,9,1749.67,1050.18,1837468.441,218.709,0.2,636.41,223.231,131.272,0.08,457.81,186.274,0.006,1.666,1.021,1.419,0.291,5,6,0.545,1.666
CubiCasa,9154,relative-scale,21,1,8,9,3,5,534.88,1102.9,589919.152,267.44,183.13,351.75,84.31,275.725,23.02,378.66,147.618,0.015,0.485,0.315,0.535,0.54,8,1,0.111,0.97
CubiCasa,6637,relative-scale,35,1,12,13,5,5,968.42,1261.09,1221264.778,242.105,51.01,361.58,124.217,315.273,113.68,585.25,182.177,0.011,0.768,0.513,0.578,0.478,8,5,0.385,0.768
CubiCasa,1111,relative-scale,38,10,6,15,10,8,1360.23,1075.11,1462396.875,151.137,0.09,382.86,124.113,153.587,0.01,690.99,231.357,0.01,1.265,0.821,1.506,0.301,6,9,0.6,0.984
CubiCasa,7065,relative-scale,18,0,5,5,3,2,680.2,272.91,185633.382,340.1,125.61,554.59,214.49,272.91,272.91,272.91,0.0,0.027,2.492,0.631,0.0,0.613,5,0,0.0,1.246
CubiCasa,7879,relative-scale,25,4,4,8,6,4,779.97,1446.38,1128133.009,155.994,68.32,252.86,78.276,482.127,1.78,1231.66,536.965,0.007,0.539,0.502,1.114,0.382,6,2,0.25,0.324
CubiCasa,1823,relative-scale,56,0,19,19,6,4,1474.27,870.11,1282777.07,294.854,101.1,681.91,207.551,290.037,170.82,438.66,111.305,0.015,1.694,0.704,0.384,0.479,16,3,0.158,1.017
CubiCasa,8072,relative-scale,26,9,4,12,9,9,788.29,1301.24,1025754.48,98.536,0.2,319.67,108.73,162.655,0.33,578.13,197.774,0.012,0.606,1.103,1.216,0.301,5,7,0.583,0.606
CubiCasa,5727,relative-scale,57,15,11,21,14,13,1800.28,1211.72,2181435.282,138.483,4.52,298.54,87.616,100.977,0.03,498.0,148.857,0.01,1.486,0.633,1.474,0.322,7,14,0.667,1.371
CubiCasa,9689,relative-scale,16,1,4,5,3,3,743.87,647.02,481298.767,371.935,42.68,701.19,329.255,323.51,14.16,632.86,309.35,0.01,1.15,0.885,0.956,0.352,4,1,0.2,1.15
CubiCasa,5856,relative-scale,29,0,4,4,2,2,781.83,1076.52,841655.632,781.83,781.83,781.83,0.0,1076.52,1076.52,1076.52,0.0,0.005,0.726,0.0,0.0,1.0,4,0,0.0,0.726
CubiCasa,9101,relative-scale,47,0,6,6,3,2,1199.72,1521.46,1825325.991,599.86,599.6,600.12,0.26,1521.46,1521.46,1521.46,0.0,0.003,0.789,0.0,0.0,1.0,6,0,0.0,0.394
CubiCasa,218,relative-scale,39,12,19,29,14,9,2557.54,1158.32,2962449.733,196.734,0.01,575.97,169.044,144.79,20.76,221.15,55.739,0.01,2.208,0.859,0.385,0.446,9,20,0.69,1.359
CubiCasa,832,relative-scale,29,16,12,25,13,15,1155.89,1157.23,1337630.585,96.324,0.08,288.42,86.129,82.659,0.26,381.13,101.727,0.019,0.999,0.894,1.231,0.32,9,16,0.64,1.165
CubiCasa,6553,relative-scale,52,9,16,24,15,13,3212.79,1851.61,5948834.092,229.485,23.83,805.77,213.705,154.301,0.19,503.23,166.699,0.004,1.735,0.931,1.08,0.332,6,18,0.75,1.487
CubiCasa,9956,relative-scale,72,14,15,29,15,20,1593.75,1873.23,2985460.312,113.839,0.01,411.06,128.246,98.591,0.57,414.21,102.078,0.01,0.851,1.127,1.035,0.316,12,17,0.586,1.155
CubiCasa,9942,relative-scale,54,3,20,23,8,8,1945.05,1502.59,2922612.679,277.864,65.64,397.12,138.139,214.656,4.74,463.84,156.527,0.008,1.294,0.497,0.729,0.449,11,12,0.522,1.294
CubiCasa,8217,relative-scale,22,12,9,17,10,9,1614.9,770.53,1244328.897,179.433,0.22,996.31,297.893,96.316,0.56,394.24,134.746,0.014,2.096,1.66,1.399,0.246,9,8,0.471,1.863
CubiCasa,8085,relative-scale,65,6,10,16,10,9,2639.89,1243.53,3282782.412,293.321,7.25,1265.73,374.206,155.441,0.02,822.6,263.438,0.005,2.123,1.276,1.695,0.252,7,9,0.562,1.887
CubiCasa,3964,relative-scale,19,0,5,5,2,3,680.08,837.27,569410.582,680.08,680.08,680.08,0.0,418.635,102.78,734.49,315.855,0.009,0.812,0.0,0.754,0.57,5,0,0.0,1.625
CubiCasa,5991,relative-scale,30,3,9,12,6,6,1315.46,922.81,1213919.643,263.092,32.48,736.16,249.479,184.562,2.9,418.6,156.709,0.01,1.425,0.948,0.849,0.357,8,4,0.333,1.425
CubiCasa,8774,relative-scale,23,0,11,11,3,4,647.42,1142.5,739677.35,323.71,146.18,501.24,177.53,380.833,157.17,693.86,228.033,0.015,0.567,0.548,0.599,0.466,9,2,0.182,0.85
CubiCasa,4914,relative-scale,110,4,18,22,11,6,2756.81,1109.87,3059700.715,275.681,6.92,567.83,201.657,221.974,0.22,780.22,304.346,0.007,2.484,0.731,1.371,0.322,11,11,0.5,1.242
CubiCasa,9629,relative-scale,40,0,17,17,5,4,517.88,842.6,436365.688,129.47,13.47,244.07,101.195,280.867,169.08,472.4,136.065,0.039,0.615,0.782,0.484,0.441,13,4,0.235,0.461
CubiCasa,4787,relative-scale,14,0,4,4,2,2,455.17,647.22,294595.127,455.17,455.17,455.17,0.0,647.22,647.22,647.22,0.0,0.014,0.703,0.0,0.0,1.0,4,0,0.0,0.703
CubiCasa,3534,relative-scale,30,0,8,8,3,3,1224.9,1134.6,1389771.54,612.45,330.01,894.89,282.44,567.3,342.43,792.17,224.87,0.006,1.08,0.461,0.396,0.538,7,1,0.125,1.08
CubiCasa,1677,relative-scale,32,2,4,6,4,4,1471.69,902.52,1328229.659,490.563,277.34,653.88,157.72,300.84,0.08,780.43,342.755,0.005,1.631,0.322,1.139,0.406,5,1,0.167,1.631
CubiCasa,6556,relative-scale,41,8,10,16,9,8,764.68,751.82,574901.718,95.585,1.5,352.78,118.203,107.403,0.27,232.64,90.91,0.028,1.017,1.237,0.846,0.324,9,7,0.438,0.89
CubiCasa,6735,relative-scale,22,0,15,15,5,4,1039.57,702.05,729830.118,259.892,106.6,481.38,138.047,234.017,195.33,303.94,49.537,0.021,1.481,0.531,0.212,0.574,12,3,0.2,1.111
CubiCasa,7819,relative-scale,49,10,26,34,15,13,2472.84,1250.87,3093201.371,176.631,0.04,948.95,234.027,104.239,0.02,267.41,110.456,0.011,1.977,1.325,1.06,0.295,9,25,0.735,1.694
CubiCasa,637,relative-scale,28,4,7,11,5,7,404.78,1233.91,499462.09,101.195,0.51,272.94,111.401,205.652,1.53,861.38,298.311,0.022,0.328,1.101,1.451,0.282,9,2,0.182,0.492
CubiCasa,5058,relative-scale,15,1,4,5,3,3,382.94,712.03,272664.768,191.47,143.34,239.6,48.13,356.015,333.36,378.67,22.655,0.018,0.538,0.251,0.064,0.76,4,1,0.2,0.538
CubiCasa,687,relative-scale,33,0,18,18,4,5,861.52,1046.29,901399.761,287.173,31.24,559.51,215.977,261.572,153.15,405.73,101.247,0.02,0.823,0.752,0.387,0.467,12,6,0.333,1.098
CubiCasa,1004,relative-scale,22,0,9,9,3,3,718.09,834.61,599325.095,359.045,197.67,520.42,161.375,417.305,153.72,680.89,263.585,0.015,0.86,0.449,0.632,0.481,8,1,0.111,0.86
CubiCasa,799,relative-scale,31,0,10,10,4,3,1058.08,1249.34,1321901.667,352.693,103.16,850.19,351.784,624.67,226.44,1022.9,398.23,0.008,0.847,0.997,0.638,0.38,8,2,0.2,0.565
CubiCasa,6454,relative-scale,29,2,9,11,5,5,817.74,719.71,588535.655,204.435,41.32,400.88,150.502,179.928,13.65,351.12,159.015,0.019,1.136,0.736,0.884,0.382,8,3,0.273,1.136
CubiCasa,6041,relative-scale,45,0,14,14,7,4,1569.6,978.33,1535586.768,261.6,33.28,515.18,155.122,326.11,77.67,541.56,190.814,0.009,1.604,0.593,0.585,0.459,9,5,0.357,0.802
CubiCasa,6309,relative-scale,57,8,8,16,11,11,1943.08,1033.25,2007687.41,194.308,0.56,874.86,261.006,103.325,0.16,406.83,142.177,0.008,1.881,1.343,1.376,0.269,7,9,0.562,1.881
CubiCasa,4942,relative-scale,38,12,8,20,16,12,1488.21,1394.94,2075963.657,99.214,3.5,300.71,100.133,126.813,0.2,414.47,136.216,0.01,1.067,1.009,1.074,0.324,7,13,0.65,0.782
CubiCasa,6456,relative-scale,22,0,6,6,2,3,176.83,505.79,89438.846,176.83,176.83,176.83,0.0,252.895,178.09,327.7,74.805,0.067,0.35,0.0,0.296,0.772,6,0,0.0,0.699
CubiCasa,904,relative-scale,22,3,12,15,6,7,697.01,541.32,377305.453,139.402,0.06,348.29,140.367,90.22,0.02,217.74,89.076,0.04,1.288,1.007,0.987,0.334,7,8,0.533,1.545
CubiCasa,6209,relative-scale,66,15,21,36,19,17,2354.32,2171.92,5113394.694,130.796,0.1,778.92,197.624,135.745,0.03,581.53,160.931,0.007,1.084,1.511,1.186,0.271,8,28,0.778,0.964
CubiCasa,9357,relative-scale,49,9,12,19,13,9,1831.4,921.92,1688404.288,152.617,13.19,500.06,128.588,115.24,1.7,495.17,177.1,0.011,1.987,0.843,1.537,0.296,12,7,0.368,1.324
CubiCasa,6484,relative-scale,54,18,7,24,20,20,1705.8,1328.74,2266564.692,89.779,0.03,214.09,93.816,69.934,0.04,775.44,173.371,0.011,1.284,1.045,2.479,0.221,6,18,0.75,1.284
CubiCasa,3976,relative-scale,31,3,21,23,7,9,627.73,792.48,497463.47,104.622,22.53,312.54,104.677,99.06,59.95,198.43,45.946,0.046,0.792,1.001,0.464,0.406,10,13,0.565,1.056
CubiCasa,11742,relative-scale,50,0,14,14,6,3,2150.41,1854.65,3988257.906,430.082,247.26,920.64,252.315,927.325,909.06,945.59,18.265,0.004,1.159,0.587,0.02,0.623,11,3,0.214,0.464
CubiCasa,11731,relative-scale,26,0,7,7,4,3,1123.62,723.33,812748.055,374.54,328.61,417.62,36.394,361.665,164.76,558.57,196.905,0.009,1.553,0.097,0.544,0.609,6,1,0.143,1.036
CubiCasa,11724,relative-scale,23,4,4,8,5,5,882.13,1047.98,924454.597,220.533,0.01,426.12,153.006,261.995,0.01,889.63,366.269,0.009,0.842,0.694,1.398,0.323,6,2,0.25,0.842
CubiCasa,11722,relative-scale,21,0,7,7,3,3,1017.98,659.73,671591.945,508.99,222.76,795.22,286.23,329.865,298.77,360.96,31.095,0.01,1.543,0.562,0.094,0.604,6,1,0.143,1.543
CubiCasa,11716,relative-scale,21,0,9,9,4,3,865.8,612.96,530700.768,288.6,164.96,377.72,90.224,306.48,77.61,535.35,228.87,0.017,1.412,0.313,0.747,0.486,7,2,0.222,0.942
CubiCasa,11702,relative-scale,50,4,14,16,6,5,1336.62,1322.41,1767559.654,267.324,8.72,534.43,185.25,330.602,94.19,804.01,281.246,0.009,1.011,0.693,0.851,0.393,10,6,0.375,0.809
CubiCasa,11689,relative-scale,58,2,11,13,5,5,1718.66,1313.03,2256652.14,429.665,265.63,570.76,130.808,328.258,1.37,1047.94,419.026,0.006,1.309,0.304,1.277,0.387,9,4,0.308,1.309
CubiCasa,11684,relative-scale,67,0,30,30,6,8,1827.21,1265.8,2312882.418,365.442,161.95,587.76,187.836,180.829,32.72,406.52,137.24,0.013,1.444,0.514,0.759,0.44,19,11,0.367,2.021
CubiCasa,11677,relative-scale,36,4,16,20,8,8,1638.63,1411.52,2312959.018,234.09,0.49,436.33,157.97,201.646,0.8,561.0,183.345,0.009,1.161,0.675,0.909,0.387,12,8,0.4,1.161
CubiCasa,11662,relative-scale,48,0,8,8,4,2,1651.07,928.12,1532391.088,550.357,179.16,742.42,262.529,928.12,928.12,928.12,0.0,0.005,1.779,0.477,0.0,0.677,8,0,0.0,0.593
CubiCasa,11655,relative-scale,95,6,13,18,9,9,3812.32,1155.93,4406775.058,476.54,0.37,1689.53,522.607,144.491,3.65,317.03,138.924,0.004,3.298,1.097,0.961,0.327,5,13,0.722,3.298
CubiCasa,11654,relative-scale,42,0,18,18,4,6,1452.95,1095.26,1591358.017,484.317,380.0,582.0,82.599,219.052,104.14,402.91,115.936,0.011,1.327,0.171,0.529,0.588,14,4,0.222,2.211
CubiCasa,11653,relative-scale,28,0,8,8,3,4,1029.52,789.46,812764.859,514.76,352.56,676.96,162.2,263.153,62.7,527.99,195.333,0.01,1.304,0.315,0.742,0.486,6,2,0.25,1.956
CubiCasa,11651,relative-scale,56,0,14,14,3,5,1804.38,1252.66,2260274.651,902.19,803.4,1000.98,98.79,313.165,60.07,454.44,158.617,0.006,1.44,0.11,0.506,0.619,11,3,0.214,2.881
CubiCasa,11638,relative-scale,21,0,10,10,3,4,1030.54,625.86,644973.764,515.27,283.02,747.52,232.25,208.62,57.41,320.22,110.887,0.016,1.647,0.451,0.532,0.504,9,1,0.1,2.47
CubiCasa,11625,relative-scale,88,0,60,60,8,11,842.12,846.51,712863.001,120.303,30.69,207.37,48.967,84.651,26.32,144.82,33.631,0.084,0.995,0.407,0.397,0.554,24,36,0.6,1.421
CubiCasa,11623,relative-scale,44,0,30,30,7,6,1201.77,1079.42,1297214.573,200.295,50.92,399.27,131.37,215.884,70.45,522.33,163.437,0.023,1.113,0.656,0.757,0.414,14,16,0.533,0.928
CubiCasa,11599,relative-scale,43,2,10,12,6,5,1718.25,1471.51,2528422.058,343.65,172.18,486.26,106.575,367.877,26.39,939.89,342.96,0.005,1.168,0.31,0.932,0.446,8,4,0.333,0.934
